AIRPORT_ID,DISPLAY_AIRPORT_NAME,DISPLAY_AIRPORT_CITY_NAME_FULL,AIRPORT_WAC_SEQ_ID2,AIRPORT_COUNTRY_NAME,AIRPORT_COUNTRY_CODE_ISO,AIRPORT_STATE_NAME,LAT_DEGREES,LAT_HEMISPHERE,LAT_MINUTES,LAT_SECONDS,LATITUDE,LON_DEGREES,LON_HEMISPHERE,LON_MINUTES,LON_SECONDS,LONGITUDE,AIRPORT_START_DATE,AIRPORT_THRU_DATE,AIRPORT_IS_CLOSED,AIRPORT_IS_LATEST
10001,Afognak Lake Airport,"Afognak Lake, AK",101,United States,US,Alaska,58,N,6,34,58.10944444,152,W,54,24,-152.90666667,7/1/2007 12:00:00 AM,,0,1
10003,Bear Creek Mining Strip,"Granite Mountain, AK",101,United States,US,Alaska,65,N,32,53,65.54805556,161,W,4,18,-161.07166667,7/1/2007 12:00:00 AM,,0,1
10004,Lik Mining Camp,"Lik, AK",101,United States,US,Alaska,68,N,5,0,68.08333333,163,W,10,0,-163.16666667,7/1/2007 12:00:00 AM,,0,1
10005,Little Squaw Airport,"Little Squaw, AK",101,United States,US,Alaska,67,N,34,12,67.57000000,148,W,11,2,-148.18388889,8/1/2007 12:00:00 AM,,0,1
10006,Kizhuyak Bay,"Kizhuyak, AK",101,United States,US,Alaska,57,N,44,43,57.74527778,152,W,52,58,-152.88277778,10/1/2007 12:00:00 AM,,0,1
10007,Klawock Seaplane Base,"Klawock, AK",101,United States,US,Alaska,55,N,33,17,55.55472222,133,W,6,6,-133.10166667,4/1/2008 12:00:00 AM,,0,1
10008,Elizabeth Island Airport,"Elizabeth Island, AK",101,United States,US,Alaska,59,N,9,25,59.15694444,151,W,49,45,-151.82916667,6/1/2008 12:00:00 AM,,0,1
10009,Augustin Island,"Homer, AK",101,United States,US,Alaska,59,N,21,46,59.36277778,153,W,25,50,-153.43055556,6/1/2008 12:00:00 AM,,0,1
10010,Columbia County,"Hudson, NY",2201,United States,US,New York,42,N,17,20,42.28888889,73,W,42,37,-73.71027778,4/1/2009 12:00:00 AM,6/30/2011 12:00:00 AM,0,0
10010,Columbia County,"Hudson, NY",2201,United States,US,New York,42,N,17,29,42.29138889,73,W,42,37,-73.71027778,7/1/2011 12:00:00 AM,,0,1
10011,Grand Canyon West,"Peach Springs, AZ",8101,United States,US,Arizona,35,N,59,10,35.98611111,113,W,49,1,-113.81694444,10/1/2011 12:00:00 AM,10/31/2017 12:00:00 AM,0,0
10011,Grand Canyon West,"Peach Springs, AZ",8101,United States,US,Arizona,35,N,59,10,35.98611111,113,W,49,1,-113.81694444,12/1/2017 12:00:00 AM,,0,1
10011,Grand Canyon West,"Peach Springs, AZ",8101,United States,US,Arizona,35,N,59,25,35.99027778,113,W,48,59,-113.81638889,7/1/2008 12:00:00 AM,9/30/2011 12:00:00 AM,0,0
10011,Grand Canyon West,"Peach Springs, AZ",8101,United States,US,Arizona,35,N,59,25,35.99027778,113,W,48,59,-113.81638889,11/1/2017 12:00:00 AM,11/30/2017 12:00:00 AM,0,0
10012,Blairstown Airport,"Blairstown, NJ",2101,United States,US,New Jersey,40,N,58,16,40.97111111,74,W,59,51,-74.99750000,7/1/2008 12:00:00 AM,,0,1
10013,Crosbyton Municipal,"Crosbyton, TX",7401,United States,US,Texas,33,N,37,26,33.62388889,101,W,14,27,-101.24083333,1/1/2009 12:00:00 AM,,0,1
10014,Blair Lake,"Fairbanks/Ft. Wainwright, AK",101,United States,US,Alaska,64,N,21,49,64.36361111,147,W,21,50,-147.36388889,7/1/2011 12:00:00 AM,6/30/2025 12:00:00 AM,0,0
10014,Blair Lake,"Fairbanks/Ft. Wainwright, AK",101,United States,US,Alaska,64,N,21,49,64.36361111,147,W,21,55,-147.36527778,7/1/2025 12:00:00 AM,,0,1
10014,Blair Lake,"Fairbanks/Ft. Wainwright, AK",101,United States,US,Alaska,64,N,21,51,64.36416667,147,W,21,41,-147.36138889,10/1/2002 12:00:00 AM,6/30/2011 12:00:00 AM,0,0
10015,Deadmans Bay Airport,"Deadmans Bay, AK",101,United States,US,Alaska,57,N,4,0,57.06666667,153,W,56,16,-153.93777778,6/1/2002 12:00:00 AM,,0,1
10016,Hallo Bay Airport,"Hallo Bay, AK",101,United States,US,Alaska,58,N,27,27,58.45750000,154,W,1,24,-154.02333333,4/1/2002 12:00:00 AM,,0,1
10017,Red Lake Airport,"Red Lake, AK",101,United States,US,Alaska,57,N,16,38,57.27722222,154,W,20,32,-154.34222222,9/1/2002 12:00:00 AM,,0,1
10018,Shell Lake Airport,"Shell Lake, AK",101,United States,US,Alaska,61,N,57,50,61.96388889,151,W,33,21,-151.55583333,11/1/2002 12:00:00 AM,,0,1
10019,Navigator Airstrip,"Kougarok, AK",101,United States,US,Alaska,65,N,39,20,65.65555556,165,W,21,23,-165.35638889,6/1/2002 12:00:00 AM,,0,1
10020,Roland Norton Memorial,"Selawik, AK",101,United States,US,Alaska,66,N,45,58,66.76611111,160,W,9,10,-160.15277778,7/1/2011 12:00:00 AM,,0,1
10020,Roland Norton Memorial Airstrip,"Selawik, AK",101,United States,US,Alaska,66,N,45,57,66.76583333,160,W,9,9,-160.15250000,12/1/2002 12:00:00 AM,6/30/2011 12:00:00 AM,0,0
10021,Pillar Bay Airport,"Pillar Bay, AK",101,United States,US,Alaska,56,N,35,53,56.59805556,134,W,14,34,-134.24277778,1/1/1950 12:00:00 AM,,0,1
10022,Johnstone Point Airport,"Johnstone Point, AK",101,United States,US,Alaska,60,N,28,53,60.48138889,146,W,34,56,-146.58222222,7/1/1974 12:00:00 AM,12/31/2002 12:00:00 AM,0,0
10022,Johnstone Point Airport,"Johnstone Point, AK",101,United States,US,Alaska,60,N,28,54,60.48166667,146,W,35,3,-146.58416667,12/1/2013 12:00:00 AM,10/31/2017 12:00:00 AM,0,0
10022,Johnstone Point Airport,"Johnstone Point, AK",101,United States,US,Alaska,60,N,28,54,60.48166667,146,W,35,3,-146.58416667,12/1/2017 12:00:00 AM,,0,1
10022,Johnstone Point Airport,"Johnstone Point, AK",101,United States,US,Alaska,60,N,28,56,60.48222222,146,W,34,56,-146.58222222,1/1/2003 12:00:00 AM,11/30/2013 12:00:00 AM,0,0
10022,Johnstone Point Airport,"Johnstone Point, AK",101,United States,US,Alaska,60,N,28,56,60.48222222,146,W,34,56,-146.58222222,11/1/2017 12:00:00 AM,11/30/2017 12:00:00 AM,0,0
10023,Tikchik Lodge Airport,"Tikchik Lodge, AK",101,United States,US,Alaska,59,N,57,20,59.95555556,158,W,28,50,-158.48055556,1/1/1950 12:00:00 AM,11/30/2002 12:00:00 AM,0,0
10023,Tikchik Lodge Airport,"Tikchik Lodge, AK",101,United States,US,Alaska,59,N,57,20,59.95555556,158,W,28,50,-158.48055556,12/1/2002 12:00:00 AM,,0,1
10024,Bell Creek Airport,"Bell Creek, AK",101,United States,US,Alaska,60,N,47,2,60.78388889,159,W,32,25,-159.54027778,12/1/2002 12:00:00 AM,,0,1
10025,Cinnabar Airport,"Cinnabar, AK",101,United States,US,Alaska,60,N,47,7,60.78527778,158,W,51,52,-158.86444444,12/1/2002 12:00:00 AM,,0,1
10026,Mountaintop Mine Airport,"Mountaintop Mine, AK",101,United States,US,Alaska,61,N,23,25,61.39027778,157,W,59,44,-157.99555556,12/1/2002 12:00:00 AM,,0,1
10027,Whitebear Airport,"Whitebear, AK",101,United States,US,Alaska,61,N,11,20,61.18888889,159,W,51,30,-159.85833333,12/1/2002 12:00:00 AM,,0,1
10028,Puviaq Airport,"Puviaq, AK",101,United States,US,Alaska,70,N,42,56,70.71555556,154,W,24,25,-154.40694444,7/1/2011 12:00:00 AM,2/28/2013 12:00:00 AM,1,1
10028,Puviaq Airport,"Puviaq, AK",101,United States,US,Alaska,70,N,43,7,70.71861111,154,W,23,18,-154.38833333,2/1/2003 12:00:00 AM,6/30/2011 12:00:00 AM,0,0
10029,Arley Lake Airport,"Arley Lake, AK",101,United States,US,Alaska,70,N,44,49,70.74694444,155,W,21,39,-155.36083333,3/1/2003 12:00:00 AM,,0,1
10030,Port Vita Airport,"Port Vita, AK",101,United States,US,Alaska,58,N,3,56,58.06555556,153,W,4,21,-153.07250000,9/1/2002 12:00:00 AM,,0,1
10031,Kantishna Airport,"Kantishna, AK",101,United States,US,Alaska,63,N,32,28,63.54111111,150,W,59,42,-150.99500000,12/1/2015 12:00:00 AM,10/31/2017 12:00:00 AM,0,0
10031,Kantishna Airport,"Kantishna, AK",101,United States,US,Alaska,63,N,32,28,63.54111111,150,W,59,42,-150.99500000,12/1/2017 12:00:00 AM,,0,1
10031,Kantishna Airport,"Kantishna, AK",101,United States,US,Alaska,63,N,32,30,63.54166667,150,W,59,38,-150.99388889,1/1/1950 12:00:00 AM,11/30/2015 12:00:00 AM,0,0
10031,Kantishna Airport,"Kantishna, AK",101,United States,US,Alaska,63,N,32,30,63.54166667,150,W,59,38,-150.99388889,11/1/2017 12:00:00 AM,11/30/2017 12:00:00 AM,0,0
10033,Alpine Airstrip,"Alpine, AK",101,United States,US,Alaska,70,N,20,39,70.34416667,150,W,56,41,-150.94472222,8/1/2002 12:00:00 AM,,0,1
10034,Serpentine Airport,"Serpentine, AK",101,United States,US,Alaska,65,N,51,5,65.85138889,164,W,42,10,-164.70277778,5/1/2003 12:00:00 AM,,0,1
10035,Driftwood Bay Airport,"Driftwood Bay, AK",101,United States,US,Alaska,53,N,58,22,53.97277778,166,W,51,25,-166.85694444,1/1/2003 12:00:00 AM,,0,1
10036,Bradley Lake Airport,"Bradley Lake, AK",101,United States,US,Alaska,59,N,46,34,59.77611111,151,W,57,49,-151.96361111,1/1/2003 12:00:00 AM,,0,1
10037,Chilkat Lake Airport,"Chilkat Lake, AK",101,United States,US,Alaska,59,N,19,54,59.33166667,135,W,53,48,-135.89666667,8/1/2002 12:00:00 AM,,0,1
10038,Nugget Creek Airport,"Nugget Creek, AK",101,United States,US,Alaska,59,N,17,18,59.28833333,136,W,10,26,-136.17388889,8/1/2002 12:00:00 AM,,0,1
10039,Ivotuk Airstrip,"Ivotuk, AK",101,United States,US,Alaska,68,N,29,0,68.48333333,155,W,44,0,-155.73333333,5/1/2003 12:00:00 AM,,0,1
10040,Pogo Mines Airport,"Pogo Mines, AK",101,United States,US,Alaska,64,N,26,24,64.44000000,144,W,56,11,-144.93638889,10/1/2003 12:00:00 AM,,0,1
10041,Ayakulik River Airport,"Ayakulik River, AK",101,United States,US,Alaska,57,N,15,14,57.25388889,154,W,25,20,-154.42222222,1/1/2001 12:00:00 AM,,0,1
10042,Kiluda Bay Airport,"Kiluda Bay, AK",101,United States,US,Alaska,57,N,19,23,57.32305556,153,W,8,58,-153.14944444,1/1/2001 12:00:00 AM,,0,1
10043,Terror Lake Airport,"Terror Lake, AK",101,United States,US,Alaska,57,N,57,50,57.96388889,153,W,3,30,-153.05833333,1/1/2001 12:00:00 AM,,0,1
10044,Selief Bay Airport,"Selief Bay, AK",101,United States,US,Alaska,58,N,58,58,58.98277778,153,W,11,0,-153.18333333,1/1/2001 12:00:00 AM,,0,1
10047,Laura Lake Airport,"Laura Lake, AK",101,United States,US,Alaska,58,N,21,43,58.36194444,152,W,18,44,-152.31222222,7/1/2002 12:00:00 AM,,0,1
10049,Deep Bay Airport,"Deep Bay, AK",101,United States,US,Alaska,55,N,33,37,55.56027778,131,W,39,20,-131.65555556,1/1/2001 12:00:00 AM,,0,1
10050,Kako Airport,"Kako, AK",101,United States,US,Alaska,61,N,53,56,61.89888889,161,W,26,17,-161.43805556,1/1/2003 12:00:00 AM,6/30/2011 12:00:00 AM,0,0
10050,Kako Airport,"Kako, AK",101,United States,US,Alaska,61,N,53,56,61.89888889,161,W,26,23,-161.43972222,7/1/2011 12:00:00 AM,,0,1
10051,Molly Creek Airport,"Molly Creek, AK",101,United States,US,Alaska,64,N,5,50,64.09722222,143,W,16,0,-143.26666667,1/1/2003 12:00:00 AM,,0,1
10052,Ptarmigan Lake Airport,"Ptarmigan Lake, AK",101,United States,US,Alaska,61,N,51,58,61.86611111,141,W,9,35,-141.15972222,1/1/2003 12:00:00 AM,,0,1
10053,Cape Simpson Airport,"Cape Simpson, AK",101,United States,US,Alaska,71,N,3,25,71.05694444,154,W,43,42,-154.72833333,7/1/2002 12:00:00 AM,,0,1
10054,Kogru River Airport,"Kogru River, AK",101,United States,US,Alaska,70,N,34,29,70.57472222,152,W,15,32,-152.25888889,7/1/2011 12:00:00 AM,3/31/2013 12:00:00 AM,1,1
10054,Kogru River Airport,"Kogru River, AK",101,United States,US,Alaska,70,N,34,34,70.57611111,152,W,16,16,-152.27111111,7/1/2002 12:00:00 AM,6/30/2011 12:00:00 AM,0,0
10055,Teshepkuk Lake Airport,"Teshepkuk Lake, AK",101,United States,US,Alaska,70,N,21,30,70.35833333,153,W,11,48,-153.19666667,1/1/2004 12:00:00 AM,,0,1
10056,Trident Basin Seaplane Base,"Kodiak Island, AK",101,United States,US,Alaska,57,N,46,51,57.78083333,152,W,23,28,-152.39111111,4/1/2003 12:00:00 AM,,0,1
10058,Lake Florence Airport,"Lake Florence, AK",101,United States,US,Alaska,57,N,49,0,57.81666667,134,W,35,0,-134.58333333,7/1/2004 12:00:00 AM,,0,1
10059,Lake Hasselborg Airport,"Lake Hasselborg, AK",101,United States,US,Alaska,57,N,42,0,57.70000000,134,W,16,0,-134.26666667,7/1/2004 12:00:00 AM,,0,1
10060,Distin Lake Airport,"Distin Lake, AK",101,United States,US,Alaska,57,N,37,0,57.61666667,134,W,22,0,-134.36666667,7/1/2004 12:00:00 AM,,0,1
10061,Port Hobron Airport,"Port Hobron, AK",101,United States,US,Alaska,57,N,9,0,57.15000000,153,W,9,0,-153.15000000,7/1/2004 12:00:00 AM,,0,1
10062,Mooseville Airstrip Airport,"Mooseville Airstrip, AK",101,United States,US,Alaska,70,N,17,4,70.28444444,152,W,12,43,-152.21194444,1/1/2005 12:00:00 AM,,0,1
10063,Big Bay Airport,"Big Bay, AK",101,United States,US,Alaska,58,N,33,45,58.56250000,152,W,35,46,-152.59611111,1/1/2005 12:00:00 AM,,0,1
10064,Wien Lake Airport,"Wien Lake, AK",101,United States,US,Alaska,64,N,21,10,64.35277778,151,W,16,30,-151.27500000,1/1/2005 12:00:00 AM,,0,1
10065,Silver Salmon Creek Airport,"Silver Salmon Creek, AK",101,United States,US,Alaska,59,N,57,50,59.96388889,152,W,40,56,-152.68222222,4/1/2003 12:00:00 AM,,0,1
10066,Blear Lake Airport,"Blear Lake, AK",101,United States,US,Alaska,64,N,20,0,64.33333333,147,W,30,0,-147.50000000,6/1/2005 12:00:00 AM,,0,1
10067,Cannery Bay Airport,"Cannery Bay, AK",101,United States,US,Alaska,53,N,41,0,53.68333333,166,W,45,0,-166.75000000,1/1/2005 12:00:00 AM,,0,1
10069,Johnsons Landing,"Bear Lake, AK",101,United States,US,Alaska,56,N,2,12,56.03666667,160,W,15,58,-160.26611111,3/1/2005 12:00:00 AM,,0,1
10070,International Seafoods Airport,"International Seafoods, AK",101,United States,US,Alaska,58,N,16,0,58.26666667,157,W,32,0,-157.53333333,4/1/1999 12:00:00 AM,9/30/2001 12:00:00 AM,0,0
10070,International Seafoods Airport,"International Seafoods, AK",101,United States,US,Alaska,58,N,16,0,58.26666667,157,W,32,0,-157.53333333,10/1/2001 12:00:00 AM,,0,1
10071,Cosna River Airport,"Cosna River, AK",101,United States,US,Alaska,64,N,30,0,64.50000000,151,W,40,0,-151.66666667,4/1/2005 12:00:00 AM,,0,1
10072,Ivatuk Airport,"Ivatuk, AK",101,United States,US,Alaska,68,N,29,16,68.48777778,155,W,45,27,-155.75750000,4/1/2005 12:00:00 AM,,0,1
10074,Cape Sarichef AFS,"Cape Sarichef, AK",101,United States,US,Alaska,54,N,35,0,54.58333333,164,W,54,45,-164.91250000,3/1/1999 12:00:00 AM,6/30/2011 12:00:00 AM,0,0
10074,Cape Sarichef Airport,"Cape Sarichef, AK",101,United States,US,Alaska,54,N,34,57,54.58250000,164,W,54,52,-164.91444444,7/1/2011 12:00:00 AM,,0,1
10075,Taylor Mountain,"Taylor Mountain Mine, AK",101,United States,US,Alaska,60,N,52,4,60.86777778,157,W,23,31,-157.39194444,4/1/2005 12:00:00 AM,,0,1
10076,Coal Creek,"Yukon Charley Rivvers, AK",101,United States,US,Alaska,65,N,18,40,65.31111111,143,W,8,7,-143.13527778,6/1/2005 12:00:00 AM,6/30/2011 12:00:00 AM,0,0
10076,Coal Creek,"Yukon Charley Rivvers, AK",101,United States,US,Alaska,65,N,18,41,65.31138889,143,W,8,8,-143.13555556,7/1/2011 12:00:00 AM,11/30/2015 12:00:00 AM,0,0
10076,Coal Creek,"Yukon Charley Rivvers, AK",101,United States,US,Alaska,65,N,18,41,65.31138889,143,W,8,8,-143.13555556,11/1/2017 12:00:00 AM,11/30/2017 12:00:00 AM,0,0
10076,Coal Creek,"Yukon Charley Rivvers, AK",101,United States,US,Alaska,65,N,18,42,65.31166667,143,W,8,3,-143.13416667,12/1/2015 12:00:00 AM,10/31/2017 12:00:00 AM,0,0
10076,Coal Creek,"Yukon Charley Rivvers, AK",101,United States,US,Alaska,65,N,18,42,65.31166667,143,W,8,3,-143.13416667,12/1/2017 12:00:00 AM,,0,1
10078,Karluk Portage Airport,"Karluk Portage, AK",101,United States,US,Alaska,57,N,32,18,57.53833333,154,W,9,52,-154.16444444,6/1/2005 12:00:00 AM,,0,1
10079,Hope Airport,"Hope, AK",101,United States,US,Alaska,60,N,54,15,60.90416667,149,W,37,26,-149.62388889,7/1/2011 12:00:00 AM,3/31/2015 12:00:00 AM,0,0
10079,Hope Airport,"Hope, AK",101,United States,US,Alaska,60,N,54,15,60.90416667,149,W,37,26,-149.62388889,11/1/2017 12:00:00 AM,11/30/2017 12:00:00 AM,0,0
10079,Hope Airport,"Hope, AK",101,United States,US,Alaska,60,N,54,20,60.90555556,149,W,37,26,-149.62388889,8/1/2005 12:00:00 AM,6/30/2011 12:00:00 AM,0,0
10079,Hope Airport,"Hope, AK",101,United States,US,Alaska,60,N,54,26,60.90722222,149,W,37,22,-149.62277778,4/1/2015 12:00:00 AM,10/31/2017 12:00:00 AM,0,0
10079,Hope Airport,"Hope, AK",101,United States,US,Alaska,60,N,54,26,60.90722222,149,W,37,22,-149.62277778,12/1/2017 12:00:00 AM,,0,1
10080,Viekoda Bay Airport,"Viekoda Bay, AK",101,United States,US,Alaska,57,N,50,58,57.84944444,153,W,6,55,-153.11527778,7/1/2005 12:00:00 AM,,0,1
10082,Cathedral Strip,"Cold Bay, AK",101,United States,US,Alaska,55,N,44,24,55.74000000,162,W,7,31,-162.12527778,7/1/2005 12:00:00 AM,,0,1
10083,Village Islands Airport,"Village Islands, AK",101,United States,US,Alaska,57,N,46,27,57.77416667,153,W,32,41,-153.54472222,10/1/2005 12:00:00 AM,,0,1
10084,Bear Cove Farm,"Homer, AK",101,United States,US,Alaska,59,N,44,18,59.73833333,151,W,1,48,-151.03000000,4/1/2005 12:00:00 AM,,0,1
10085,Chinitna Bay Airport,"Chinitna Bay, AK",101,United States,US,Alaska,59,N,50,0,59.83333333,152,W,35,5,-152.58472222,4/1/2005 12:00:00 AM,,0,1
10086,McKinley National Park,"McKinley Park, AK",101,United States,US,Alaska,63,N,43,57,63.73250000,148,W,54,38,-148.91055556,1/1/1950 12:00:00 AM,,0,1
10087,Dog Fish Bay,"Nanwalek, AK",101,United States,US,Alaska,59,N,14,28,59.24111111,151,W,52,38,-151.87722222,4/1/2005 12:00:00 AM,,0,1
10088,Malina Bay Airport,"Malina Bay, AK",101,United States,US,Alaska,58,N,10,19,58.17194444,152,W,53,39,-152.89416667,10/1/2005 12:00:00 AM,,0,1
10089,Red Fox Bay Airport,"Red Fox Bay, AK",101,United States,US,Alaska,58,N,27,52,58.46444444,152,W,35,35,-152.59305556,10/1/2005 12:00:00 AM,,0,1
10090,Shearwater Airport,"Shearwater, AK",101,United States,US,Alaska,57,N,20,36,57.34333333,152,W,53,50,-152.89722222,10/1/2005 12:00:00 AM,,0,1
10091,Lake,"Cape Simpson, AK",101,United States,US,Alaska,71,N,1,48,71.03000000,154,W,26,37,-154.44361111,10/1/2005 12:00:00 AM,,0,1
10092,Cape Simpson No. 1,"Cape Simpson, AK",101,United States,US,Alaska,71,N,30,6,71.50166667,154,W,2,2,-154.03388889,10/1/2005 12:00:00 AM,,0,1
10093,Cape Simpson No. 7,"Cape Simpson, AK",101,United States,US,Alaska,70,N,34,26,70.57388889,155,W,19,17,-155.32138889,10/1/2005 12:00:00 AM,,0,1
10094,Cape Simpson #1,"Aglaq, AK",101,United States,US,Alaska,70,N,39,46,70.66277778,154,W,50,12,-154.83666667,1/1/2006 12:00:00 AM,,0,1
10095,Nikiski Private Airstrip,"Nikiski, AK",101,United States,US,Alaska,60,N,41,25,60.69027778,151,W,17,20,-151.28888889,1/1/2006 12:00:00 AM,,0,1
10096,Petrof Point Airport,"Petrof Point, AK",101,United States,US,Alaska,59,N,22,35,59.37638889,150,W,45,54,-150.76500000,3/1/2006 12:00:00 AM,,0,1
10097,Denali West Lodge Private,"Denali, AK",101,United States,US,Alaska,63,N,45,20,63.75555556,147,W,55,48,-147.93000000,6/1/2006 12:00:00 AM,,0,1
10098,Big River Airport,"Big River, AK",101,United States,US,Alaska,61,N,51,34,61.85944444,154,W,16,36,-154.27666667,10/1/2002 12:00:00 AM,,0,1
10100,Carry Inlet Airport,"Carry Inlet, AK",101,United States,US,Alaska,58,N,34,59,58.58305556,152,W,26,45,-152.44583333,7/1/2006 12:00:00 AM,,0,1
10102,Montague Island Airport,"Montague Island, AK",101,United States,US,Alaska,59,N,55,30,59.92500000,147,W,31,0,-147.51666667,10/1/2006 12:00:00 AM,,0,1
10103,Shannon Pond Airport,"Shannon Pond, AK",101,United States,US,Alaska,59,N,2,21,59.03916667,158,W,27,50,-158.46388889,1/1/2007 12:00:00 AM,,0,1
10104,Omalik Lagoon Airport,"Omalik Lagoon, AK",101,United States,US,Alaska,69,N,9,20,69.15555556,163,W,29,50,-163.49722222,1/1/2007 12:00:00 AM,,0,1
10105,Omolik Lagoon Airport,"Omolik Lagoon, AK",101,United States,US,Alaska,69,N,8,53,69.14805556,163,W,30,37,-163.51027778,4/1/2007 12:00:00 AM,,0,1
10106,Bradley Lake Project Airport,"Bradley Lake Project, AK",101,United States,US,Alaska,59,N,47,30,59.79166667,151,W,16,0,-151.26666667,4/1/2007 12:00:00 AM,,0,1
10107,Ice Strip,"Barrow, AK",101,United States,US,Alaska,70,N,34,27,70.57416667,155,W,19,5,-155.31805556,1/1/2007 12:00:00 AM,,0,1
10108,Ice Strip,"Barrow, AK",101,United States,US,Alaska,70,N,18,43,70.31194444,153,W,14,57,-153.24916667,3/1/2007 12:00:00 AM,,0,1
10109,Ice Strip,"Barrow, AK",101,United States,US,Alaska,70,N,58,51,70.98083333,157,W,5,42,-157.09500000,3/1/2007 12:00:00 AM,,0,1
10110,Akulik Air Strip,"Akulik, AK",101,United States,US,Alaska,68,N,59,8,68.98555556,163,W,28,47,-163.47972222,6/1/2007 12:00:00 AM,,0,1
10111,Deadfall Air Strip,"Deadfall, AK",101,United States,US,Alaska,69,N,10,15,69.17083333,163,W,15,23,-163.25638889,7/1/2007 12:00:00 AM,,0,1
10112,Eagle Creek Airport,"Eagle Creek, AK",101,United States,US,Alaska,68,N,40,36,68.67666667,162,W,38,49,-162.64694444,7/1/2007 12:00:00 AM,,0,1
10113,Ice Kong,"Bethel, AK",101,United States,US,Alaska,59,N,57,10,59.95277778,162,W,37,1,-162.61694444,3/1/2009 12:00:00 AM,,0,1
10116,Glacier Split,"Kachemak Bay, AK",101,United States,US,Alaska,59,N,38,0,59.63333333,151,W,12,30,-151.20833333,6/1/2009 12:00:00 AM,,0,1
10117,Selby Lake Airport,"Selby Lake, AK",101,United States,US,Alaska,66,N,57,21,66.95583333,155,W,36,54,-155.61500000,1/1/2010 12:00:00 AM,,0,1
10118,Anaa Airport,"Anaa, French Polynesia",82301,French Polynesia,PF,,17,S,21,9,-17.35250000,145,W,30,36,-145.51000000,7/1/2011 12:00:00 AM,,0,1
10118,Anaa Airport,"Anaa, French Polynesia",82301,French Polynesia,PF,,17,S,21,14,-17.35388889,145,W,30,35,-145.50972222,6/1/1977 12:00:00 AM,6/30/2011 12:00:00 AM,0,0
10119,Arrabury Station,"Arrabury, Australia",80201,Australia,AU,,26,S,42,0,-26.70000000,141,E,2,30,141.04166667,1/1/1950 12:00:00 AM,,0,1
10120,El Arish International,"El Arish, Egypt",59101,Egypt,EG,,31,N,3,16,31.05444444,33,E,49,9,33.81916667,5/1/2023 12:00:00 AM,6/30/2025 12:00:00 AM,0,0
10120,El Arish International,"El Arish, Egypt",59101,Egypt,EG,,31,N,3,20,31.05555556,33,E,49,39,33.82750000,10/1/2022 12:00:00 AM,4/30/2023 12:00:00 AM,0,0
10120,El Arish International,"El Arish, Egypt",59101,Egypt,EG,,31,N,3,20,31.05555556,33,E,49,39,33.82750000,7/1/2025 12:00:00 AM,,0,1
10120,El Arish International,"El Arish, Egypt",59101,Egypt,EG,,31,N,4,24,31.07333333,33,E,50,9,33.83583333,7/1/2011 12:00:00 AM,9/30/2022 12:00:00 AM,0,0
10120,El Arish International,"El Arish, Egypt",59101,Egypt,EG,,31,N,4,35,31.07638889,33,E,50,0,33.83333333,1/1/1983 12:00:00 AM,6/30/2011 12:00:00 AM,0,0
10121,Rabah Bitat,"Annaba, Algeria",50001,Algeria,DZ,,36,N,49,18,36.82166667,7,E,48,36,7.81000000,7/1/1962 12:00:00 AM,6/30/2011 12:00:00 AM,0,0
10121,Rabah Bitat,"Annaba, Algeria",50001,Algeria,DZ,,36,N,49,20,36.82222222,7,E,48,34,7.80944444,7/1/2011 12:00:00 AM,9/30/2018 12:00:00 AM,0,0
10121,Rabah Bitat,"Annaba, Algeria",50001,Algeria,DZ,,36,N,49,20,36.82222222,7,E,48,34,7.80944444,7/1/2025 12:00:00 AM,,0,1
10121,Rabah Bitat,"Annaba, Algeria",50001,Algeria,DZ,,36,N,49,46,36.82944444,7,E,48,50,7.81388889,10/1/2018 12:00:00 AM,6/30/2025 12:00:00 AM,0,0
10122,Apalachicola Regional,"Apalachicola, FL",3301,United States,US,Florida,29,N,43,39,29.72750000,85,W,1,39,-85.02750000,1/1/2003 12:00:00 AM,5/31/2014 12:00:00 AM,0,0
10122,Apalachicola Regional,"Apalachicola, FL",3301,United States,US,Florida,29,N,43,39,29.72750000,85,W,1,39,-85.02750000,11/1/2017 12:00:00 AM,11/30/2017 12:00:00 AM,0,0
10122,Apalachicola Regional Cleve Randolph Field,"Apalachicola, FL",3301,United States,US,Florida,29,N,43,35,29.72638889,85,W,1,30,-85.02500000,7/1/2025 12:00:00 AM,,0,1
10122,Apalachicola Regional Cleve Randolph Field,"Apalachicola, FL",3301,United States,US,Florida,29,N,43,39,29.72750000,85,W,1,39,-85.02750000,6/1/2014 12:00:00 AM,10/31/2017 12:00:00 AM,0,0
10122,Apalachicola Regional Cleve Randolph Field,"Apalachicola, FL",3301,United States,US,Florida,29,N,43,39,29.72750000,85,W,1,39,-85.02750000,12/1/2017 12:00:00 AM,6/30/2025 12:00:00 AM,0,0
10123,Aachen Merzbruck,"Aachen, Germany",42902,Germany,DE,,50,N,49,23,50.82305556,6,E,11,15,6.18750000,11/1/2017 12:00:00 AM,11/30/2017 12:00:00 AM,0,0
10123,Aachen Merzbrueck,"Aachen, Germany",42902,Germany,DE,,50,N,49,18,50.82166667,6,E,11,3,6.18416667,10/1/2022 12:00:00 AM,,0,1
